STATcube

"Resident population annual average (Q)"
"Time section and Gender <2> by Resident population annual average and Alter in 15-Jahresgruppen"
"Counting: Resident population annual average"

"Time section","Gender <2>","Values","Alter in 15-Jahresgruppen","Number","Annotations",
"1982","male","Resident population annual average","Up to 14 years old",756877,
"1982","male","Resident population annual average","15 to 29 years old",918653,
"1982","male","Resident population annual average","30 to 44 years old",777271,
"1982","male","Resident population annual average","45 to 59 years old",596398,
"1982","male","Resident population annual average","60 to 74 years old",387181,
"1982","male","Resident population annual average","75 plus years old",150057,
"1982","female","Resident population annual average","Up to 14 years old",723452,
"1982","female","Resident population annual average","15 to 29 years old",901883,
"1982","female","Resident population annual average","30 to 44 years old",762499,
"1982","female","Resident population annual average","45 to 59 years old",668092,
"1982","female","Resident population annual average","60 to 74 years old",612265,
"1982","female","Resident population annual average","75 plus years old",319512,
"1982","Ratio","Resident population annual average","Up to 14 years old",0.9558,
"1982","Ratio","Resident population annual average","15 to 29 years old",0.9817,
"1982","Ratio","Resident population annual average","30 to 44 years old",0.9810,
"1982","Ratio","Resident population annual average","45 to 59 years old",1.1202,
"1982","Ratio","Resident population annual average","60 to 74 years old",1.5813,
"1982","Ratio","Resident population annual average","75 plus years old",2.1293,
"1983","male","Resident population annual average","Up to 14 years old",737655,
"1983","male","Resident population annual average","15 to 29 years old",930515,
"1983","male","Resident population annual average","30 to 44 years old",781859,
"1983","male","Resident population annual average","45 to 59 years old",594852,
"1983","male","Resident population annual average","60 to 74 years old",386143,
"1983","male","Resident population annual average","75 plus years old",151982,
"1983","female","Resident population annual average","Up to 14 years old",705816,
"1983","female","Resident population annual average","15 to 29 years old",911562,
"1983","female","Resident population annual average","30 to 44 years old",770124,
"1983","female","Resident population annual average","45 to 59 years old",650883,
"1983","female","Resident population annual average","60 to 74 years old",615207,
"1983","female","Resident population annual average","75 plus years old",325312,
"1983","Ratio","Resident population annual average","Up to 14 years old",0.9568,
"1983","Ratio","Resident population annual average","15 to 29 years old",0.9796,
"1983","Ratio","Resident population annual average","30 to 44 years old",0.9850,
"1983","Ratio","Resident population annual average","45 to 59 years old",1.0942,
"1983","Ratio","Resident population annual average","60 to 74 years old",1.5932,
"1983","Ratio","Resident population annual average","75 plus years old",2.1405,
"1984","male","Resident population annual average","Up to 14 years old",720638,
"1984","male","Resident population annual average","15 to 29 years old",942339,
"1984","male","Resident population annual average","30 to 44 years old",778001,
"1984","male","Resident population annual average","45 to 59 years old",605013,
"1984","male","Resident population annual average","60 to 74 years old",385629,
"1984","male","Resident population annual average","75 plus years old",154150,
"1984","female","Resident population annual average","Up to 14 years old",689662,
"1984","female","Resident population annual average","15 to 29 years old",921057,
"1984","female","Resident population annual average","30 to 44 years old",768805,
"1984","female","Resident population annual average","45 to 59 years old",646543,
"1984","female","Resident population annual average","60 to 74 years old",617732,
"1984","female","Resident population annual average","75 plus years old",331865,
"1984","Ratio","Resident population annual average","Up to 14 years old",0.9570,
"1984","Ratio","Resident population annual average","15 to 29 years old",0.9774,
"1984","Ratio","Resident population annual average","30 to 44 years old",0.9882,
"1984","Ratio","Resident population annual average","45 to 59 years old",1.0686,
"1984","Ratio","Resident population annual average","60 to 74 years old",1.6019,
"1984","Ratio","Resident population annual average","75 plus years old",2.1529,
"1985","male","Resident population annual average","Up to 14 years old",707424,
"1985","male","Resident population annual average","15 to 29 years old",949834,
"1985","male","Resident population annual average","30 to 44 years old",766450,
"1985","male","Resident population annual average","45 to 59 years old",624802,
"1985","male","Resident population annual average","60 to 74 years old",386204,
"1985","male","Resident population annual average","75 plus years old",156535,
"1985","female","Resident population annual average","Up to 14 years old",676378,
"1985","female","Resident population annual average","15 to 29 years old",926432,
"1985","female","Resident population annual average","30 to 44 years old",759185,
"1985","female","Resident population annual average","45 to 59 years old",654244,
"1985","female","Resident population annual average","60 to 74 years old",618273,
"1985","female","Resident population annual average","75 plus years old",339223,
"1985","Ratio","Resident population annual average","Up to 14 years old",0.9561,
"1985","Ratio","Resident population annual average","15 to 29 years old",0.9754,
"1985","Ratio","Resident population annual average","30 to 44 years old",0.9905,
"1985","Ratio","Resident population annual average","45 to 59 years old",1.0471,
"1985","Ratio","Resident population annual average","60 to 74 years old",1.6009,
"1985","Ratio","Resident population annual average","75 plus years old",2.1671,
"1986","male","Resident population annual average","Up to 14 years old",697150,
"1986","male","Resident population annual average","15 to 29 years old",951945,
"1986","male","Resident population annual average","30 to 44 years old",759504,
"1986","male","Resident population annual average","45 to 59 years old",643041,
"1986","male","Resident population annual average","60 to 74 years old",387955,
"1986","male","Resident population annual average","75 plus years old",158694,
"1986","female","Resident population annual average","Up to 14 years old",665664,
"1986","female","Resident population annual average","15 to 29 years old",925936,
"1986","female","Resident population annual average","30 to 44 years old",753814,
"1986","female","Resident population annual average","45 to 59 years old",663700,
"1986","female","Resident population annual average","60 to 74 years old",616960,
"1986","female","Resident population annual average","75 plus years old",345431,
"1986","Ratio","Resident population annual average","Up to 14 years old",0.9548,
"1986","Ratio","Resident population annual average","15 to 29 years old",0.9727,
"1986","Ratio","Resident population annual average","30 to 44 years old",0.9925,
"1986","Ratio","Resident population annual average","45 to 59 years old",1.0321,
"1986","Ratio","Resident population annual average","60 to 74 years old",1.5903,
"1986","Ratio","Resident population annual average","75 plus years old",2.1767,
"1987","male","Resident population annual average","Up to 14 years old",689201,
"1987","male","Resident population annual average","15 to 29 years old",947644,
"1987","male","Resident population annual average","30 to 44 years old",762056,
"1987","male","Resident population annual average","45 to 59 years old",654162,
"1987","male","Resident population annual average","60 to 74 years old",390802,
"1987","male","Resident population annual average","75 plus years old",161591,
"1987","female","Resident population annual average","Up to 14 years old",657203,
"1987","female","Resident population annual average","15 to 29 years old",919319,
"1987","female","Resident population annual average","30 to 44 years old",757192,
"1987","female","Resident population annual average","45 to 59 years old",670294,
"1987","female","Resident population annual average","60 to 74 years old",613001,
"1987","female","Resident population annual average","75 plus years old",352121,
"1987","Ratio","Resident population annual average","Up to 14 years old",0.9536,
"1987","Ratio","Resident population annual average","15 to 29 years old",0.9701,
"1987","Ratio","Resident population annual average","30 to 44 years old",0.9936,
"1987","Ratio","Resident population annual average","45 to 59 years old",1.0247,
"1987","Ratio","Resident population annual average","60 to 74 years old",1.5686,
"1987","Ratio","Resident population annual average","75 plus years old",2.1791,
"1988","male","Resident population annual average","Up to 14 years old",685402,
"1988","male","Resident population annual average","15 to 29 years old",940086,
"1988","male","Resident population annual average","30 to 44 years old",770728,
"1988","male","Resident population annual average","45 to 59 years old",659600,
"1988","male","Resident population annual average","60 to 74 years old",395551,
"1988","male","Resident population annual average","75 plus years old",164555,
"1988","female","Resident population annual average","Up to 14 years old",652555,
"1988","female","Resident population annual average","15 to 29 years old",910099,
"1988","female","Resident population annual average","30 to 44 years old",765619,
"1988","female","Resident population annual average","45 to 59 years old",674288,
"1988","female","Resident population annual average","60 to 74 years old",607816,
"1988","female","Resident population annual average","75 plus years old",359018,
"1988","Ratio","Resident population annual average","Up to 14 years old",0.9521,
"1988","Ratio","Resident population annual average","15 to 29 years old",0.9681,
"1988","Ratio","Resident population annual average","30 to 44 years old",0.9934,
"1988","Ratio","Resident population annual average","45 to 59 years old",1.0223,
"1988","Ratio","Resident population annual average","60 to 74 years old",1.5366,
"1988","Ratio","Resident population annual average","75 plus years old",2.1818,
"1989","male","Resident population annual average","Up to 14 years old",686199,
"1989","male","Resident population annual average","15 to 29 years old",935912,
"1989","male","Resident population annual average","30 to 44 years old",784140,
"1989","male","Resident population annual average","45 to 59 years old",664496,
"1989","male","Resident population annual average","60 to 74 years old",401909,
"1989","male","Resident population annual average","75 plus years old",166370,
"1989","female","Resident population annual average","Up to 14 years old",652124,
"1989","female","Resident population annual average","15 to 29 years old",904282,
"1989","female","Resident population annual average","30 to 44 years old",776939,
"1989","female","Resident population annual average","45 to 59 years old",679285,
"1989","female","Resident population annual average","60 to 74 years old",603258,
"1989","female","Resident population annual average","75 plus years old",364652,
"1989","Ratio","Resident population annual average","Up to 14 years old",0.9503,
"1989","Ratio","Resident population annual average","15 to 29 years old",0.9662,
"1989","Ratio","Resident population annual average","30 to 44 years old",0.9908,
"1989","Ratio","Resident population annual average","45 to 59 years old",1.0223,
"1989","Ratio","Resident population annual average","60 to 74 years old",1.5010,
"1989","Ratio","Resident population annual average","75 plus years old",2.1918,
"1990","male","Resident population annual average","Up to 14 years old",690405,
"1990","male","Resident population annual average","15 to 29 years old",934296,
"1990","male","Resident population annual average","30 to 44 years old",810317,
"1990","male","Resident population annual average","45 to 59 years old",663949,
"1990","male","Resident population annual average","60 to 74 years old",411386,
"1990","male","Resident population annual average","75 plus years old",165206,
"1990","female","Resident population annual average","Up to 14 years old",655090,
"1990","female","Resident population annual average","15 to 29 years old",900583,
"1990","female","Resident population annual average","30 to 44 years old",798319,
"1990","female","Resident population annual average","45 to 59 years old",679249,
"1990","female","Resident population annual average","60 to 74 years old",603823,
"1990","female","Resident population annual average","75 plus years old",365227,
"1990","Ratio","Resident population annual average","Up to 14 years old",0.9488,
"1990","Ratio","Resident population annual average","15 to 29 years old",0.9639,
"1990","Ratio","Resident population annual average","30 to 44 years old",0.9852,
"1990","Ratio","Resident population annual average","45 to 59 years old",1.0230,
"1990","Ratio","Resident population annual average","60 to 74 years old",1.4678,
"1990","Ratio","Resident population annual average","75 plus years old",2.2107,
"1991","male","Resident population annual average","Up to 14 years old",699515,
"1991","male","Resident population annual average","15 to 29 years old",929979,
"1991","male","Resident population annual average","30 to 44 years old",844252,
"1991","male","Resident population annual average","45 to 59 years old",663221,
"1991","male","Resident population annual average","60 to 74 years old",424198,
"1991","male","Resident population annual average","75 plus years old",160210,
"1991","female","Resident population annual average","Up to 14 years old",663243,
"1991","female","Resident population annual average","15 to 29 years old",895324,
"1991","female","Resident population annual average","30 to 44 years old",826499,
"1991","female","Resident population annual average","45 to 59 years old",678536,
"1991","female","Resident population annual average","60 to 74 years old",611302,
"1991","female","Resident population annual average","75 plus years old",358612,
"1991","Ratio","Resident population annual average","Up to 14 years old",0.9481,
